iter	Logloss
166	0.0001912894218
167	0.0001912894218
168	0.0001912894218
169	0.0001912949005
170	0.0001912949005
171	0.0001912949005
172	0.0001912949005
173	0.0001912949005
174	0.0001912949005
175	0.0001912949005
176	0.0001912949005
177	0.0001912949005
178	0.0001912856645
179	0.0001912856645
180	0.0001912856645
181	0.0001912856645
182	0.0001912856645
183	0.0001912992907
184	0.0001912992907
185	0.0001885982766
186	0.0001885857491
187	0.0001885857491
188	0.0001885857491
189	0.0001885953429
190	0.0001885953429
191	0.0001885953429
192	0.0001885956335
193	0.0001885956335
194	0.0001885956335
195	0.0001885956335
196	0.0001885956335
197	0.0001885956335
198	0.0001885790248
199	0.0001885727016
200	0.0001885727016
201	0.0001885500062
202	0.0001885500062
203	0.0001885802404
204	0.0001885802404
205	0.0001885802404
206	0.0001885802404
207	0.0001886000671
208	0.0001886000671
209	0.0001886000671
210	0.0001886000671
211	0.0001886000671
212	0.0001885623641
213	0.0001885623641
214	0.0001872888536
215	0.0001872888536
216	0.0001872888536
217	0.0001851060046
218	0.0001851249946
219	0.0001851249946
220	0.0001851249946
221	0.0001850903376
222	0.0001851065073
223	0.0001851065073
224	0.0001851012656
225	0.0001851012656
226	0.0001851012656
227	0.0001850999319
228	0.0001850743548
229	0.0001850743548
230	0.0001850743548
231	0.0001850743548
232	0.0001850743548
233	0.0001850743548
234	0.0001850743548
235	0.0001851010703
236	0.0001851010703
237	0.0001851010703
238	0.0001851010703
239	0.0001851010703
240	0.0001850901448
241	0.0001850901448
242	0.0001850901448
243	0.0001850901448
244	0.0001850901448
245	0.0001850901448
246	0.0001850867393
247	0.000185079405
248	0.000185079405
249	0.000185079405
250	0.0001850892895
251	0.0001850892895
252	0.0001850892895
253	0.0001850892895
254	0.0001850792053
255	0.0001850792053
256	0.000185092899
257	0.000185092899
258	0.000185092899
259	0.0001850832805
260	0.0001850832805
261	0.0001850832805
262	0.0001850759442
263	0.0001850759442
264	0.0001850759442
265	0.0001850759442
266	0.0001850759442
267	0.0001850771031
268	0.000185066635
269	0.000185066635
270	0.000185066635
271	0.000185066635
272	0.0001850632137
273	0.000185049594
274	0.000185049594
275	0.0001850633424
276	0.0001850511945
277	0.0001850563573
278	0.0001850563573
279	0.0001850563573
280	0.0001850563573
281	0.0001850563573
282	0.0001850563573
283	0.0001850563573
284	0.0001850563573
285	0.0001850563573
286	0.0001850563573
287	0.0001850563573
288	0.0001850563573
289	0.0001850563573
290	0.0001850563573
291	0.0001850563573
292	0.0001850563573
293	0.0001850563573
294	0.0001850563573
295	0.0001850563573
296	0.0001850563573
297	0.0001850563573
298	0.0001850563573
299	0.0001850563573
300	0.0001850563573
301	0.0001850563573
302	0.0001850563573
303	0.0001850563573
304	0.0001850563573
305	0.0001850426928
306	0.0001850426928
307	0.0001850646503
308	0.0001850441802
309	0.0001850243113
310	0.0001850541482
311	0.0001850541482
312	0.0001850589288
313	0.0001850313461
314	0.0001850205049
315	0.0001850392409
316	0.0001850392409
317	0.0001850392409
318	0.0001850479068
319	0.0001850479068
320	0.000185019803
321	0.0001850204628
322	0.0001850164874
323	0.0001850363134
324	0.0001850310775
325	0.0001850248624
326	0.0001850239479
327	0.0001850194561
328	0.0001850331119
329	0.0001850093785
330	0.0001850079375
331	0.0001850166156
332	0.0001850139819
333	0.0001850177882
334	0.0001850085334
335	0.0001850104179
336	0.0001849850246
337	0.0001849832418
338	0.0001849854563
339	0.0001849871708
340	0.000184993885
341	0.000185000453
342	0.0001849841489
343	0.0001849832359
344	0.0001849838659
345	0.0001849967495
346	0.0001849794413
347	0.0001849996852
348	0.0001849683305
349	0.0001849879331
350	0.0001849832701
351	0.0001849792356
352	0.0001849744473
353	0.0001849735927
354	0.0001849755062
355	0.0001849638816
356	0.0001849753882
357	0.0001849664703
358	0.0001849462516
359	0.000184973025
360	0.0001849746525
361	0.0001849544078
362	0.0001849656377
363	0.0001849675207
364	0.0001849743762
365	0.0001849654546
366	0.0001849279373
367	0.0001849578904
368	0.0001849636105
369	0.0001849433432
370	0.0001849537784
371	0.0001849610624
372	0.0001849449602
373	0.0001849372145
374	0.0001849385383
375	0.0001849595287
376	0.0001849274929
377	0.000184925002
378	0.0001849171176
379	0.0001849279815
380	0.0001849409912
381	0.0001848847603
382	0.0001849406122
383	0.0001849115639
384	0.000184920299
385	0.0001849238452
386	0.0001849020831
387	0.0001849089398
388	0.0001849194818
389	0.0001849208026
390	0.0001849120007
391	0.0001848880006
392	0.000184899107
393	0.0001849061268
394	0.0001849111311
395	0.0001848915149
396	0.0001848894954
397	0.0001849024019
398	0.0001849047217
399	0.0001849010931
